面对	5	714
怀疑	4	715
慢	2	716
居然	5	717
拒绝	4	718
雷	5	719
演员	4	720
真实	5	721
交易	6	722
破	4	723
人生	5	724
因此	4	725
恶心	6	726
受伤	5	727
夜	5	728
属于	5	729
舞蹈	6	730
根据	3	731
几乎	3	732
答案	4	733
出色	5	734
目前	5	735
活动	4	736
梦想	5	737
锁	5	738
既然	4	739
人员	5	740
英雄	5	741
感受	5	742
副	6	743
事件	6	744
吻	5	745
逃	5	746
通知	4	747
不得不	4	748
无论	4	749
刀	4	750
后来	3	751
适合	4	752
失望	4	753
允许	4	754
意见	4	755
获得	4	756
要是	4	757
近	2	758
数	3	759
公寓	5	760
文件	5	761
白	2	762
寻找	5	763
攻击	6	764
烂	5	765
不然	5	766
邀请	4	767
尽管	4	768
姐姐	2	769
浪费	4	770
动物	3	771
欠	5	772
试图	6	773
反应	5	774
西	1	775
一边	3	776
失败	4	777
舒服	3	778
一般	3	779
介绍	2	780
意外	5	781
字	1	782
责任	4	783
食物	5	784
遗憾	5	785
反正	5	786
设计	5	787
美丽	4	788
压力	4	789
淘汰	6	790
味道	4	791
鱼	2	792
厉害	4	793
醉	5	794
私人	5	795
某	5	796
出发	4	797
伟大	5	798
兴奋	4	799
观众	4	800
臭	5	801
自从	5	802
子弹	6	803
叔叔	3	804
疼	3	805
毒品	6	806
签	4	807
反对	4	808
颗	5	809
精彩	4	810
感情	4	811
袭击	6	812
演出	4	813
朝	5	814
呼吸	5	815
明星	5	816
超级	5	817
灵魂	6	818
破坏	5	819
愉快	4	820
迟到	3	821
爆炸	6	822
开玩笑	4	823
角色	5	824
杂志	4	825
学习	1	826
合适	4	827
顿	5	828
便	2	829
包括	5	830
累	2	831
时刻	5	832
广告	4	833
冷	1	834
相当	5	835
闻	3	836
公平	5	837
玩意儿	6	838
盯	6	839
自然	4	840
堆	5	841
历史	3	842
深	4	843
取	4	844
俱乐部	5	845
通常	5	846
啤酒	3	847
咬	5	848
短	3	849
短信	4	850
地球	4	851
愚蠢	6	852
帅	4	853
经过	3	854
不客气	1	855
造成	5	856
周末	3	857
信号	5	858
跟踪	6	859
推	4	860
关键	4	861
充满	5	862
断	4	863
空	3	864
抱	4	865
究竟	4	866
班	2	867
恐怕	4	868
抢	5	869
课	2	870
现实	5	871
习惯	3	872
上班	2	873
躺	4	874
恢复	5	875
确认	5	876
聚会	4	877
怀孕	5	878
公园	3	879
绑架	6	880
资料	5	881
干净	3	882
婚姻	5	883
鸟	3	884
客户	6	885
健康	3	886
圈	5	887
脑袋	5	888
前面	1	889
分手	5	890
方向	4	891
心理	5	892
幸福	4	893
树	3	894
接着	4	895
项	5	896
将军	6	897
技术	4	898
困难	4	899
记忆	5	900
紧急	5	901
正好	4	902
州	6	903
毫无	6	904
提醒	4	905
旅行	4	906
接近	5	907
逮捕	6	908
吵	5	909
旁边	2	910
激动	4	911
骄傲	4	912
八	1	913
成员	6	914
监视	6	915
权利	5	916
毛	4	917
警告	6	918
冠军	5	919
尝试	6	920
教练	5	921
随时	5	922
对方	5	923
敌人	5	924
搭档	6	925
背	5	926
节	3	927
许多	4	928
人物	5	929
猪	5	930
感激	5	931
中国	1	932
蛋糕	3	933
顺利	4	934
嫁	5	935
挑战	5	936
七	1	937
职业	4	938
菜	1	939
赚	4	940
地址	4	941
于是	4	942
对付	6	943
非	2	944
元	3	945
收拾	4	946
客人	3	947
状态	5	948
周围	4	949
报道	5	950
参与	5	951
运动	2	952
彼此	5	953
荣幸	6	954
会议	3	955
到达	5	956
显示	5	957
队伍	6	958
立刻	5	959
吐	5	960
奶奶	3	961
取消	5	962
离婚	5	963
等待	5	964
爱情	4	965
尽力	5	966
十分	4	967
尊重	4	968
教授	4	969
去年	2	970
超过	4	971
寄	4	972
庆祝	5	973
同志	6	974
偶像	6	975
裤子	3	976
假装	5	977
军队	6	978
侦探	6	979
顺便	4	980
吹	5	981
在乎	5	982
无聊	4	983
状况	5	984
目的	4	985
确保	6	986
心脏	5	987
似的	5	988
耍	6	989
低	4	990
剩	4	991
战斗	6	992
复杂	4	993
社会	4	994
邻居	3	995
故意	4	996
展示	6	997
国王	5	998
项目	5	999
实话	5	1000
集中	5	1001
表情	5	1002
冒险	5	1003
好处	4	1004
胜利	5	1005
竟然	4	1006
官	5	1007
直	3	1008
表示	4	1009
印象	4	1010
出生	4	1011
进展	6	1012
估计	4	1013
地点	4	1014
经理	3	1015
乐意	6	1016
轻松	4	1017
作用	4	1018
举	4	1019
期待	5	1020
小伙子	4	1021
丢三落四	6	1022
保险	5	1023
单独	5	1024
著名	4	1025
专家	5	1026
赶快	5	1027
层	3	1028
风格	5	1029
免费	4	1030
伤心	4	1031
报纸	2	1032
机器	5	1033
解雇	6	1034
颜色	2	1035
时光	6	1036
记者	4	1037
方	3	1038
尽快	5	1039
价值	5	1040
仔细	4	1041
巧克力	4	1042
辣	4	1043
切	4	1044
互相	4	1045
墙	5	1046
厕所	4	1047
无辜	6	1048
彻底	5	1049
搭	6	1050
翻	4	1051
摆	5	1052
过程	4	1053
申请	4	1054
请求	5	1055
恐惧	6	1056
命运	5	1057
引起	4	1058
发展	4	1059
灯	3	1060
惊讶	6	1061
桌子	1	1062
毕业	4	1063
练习	3	1064
机场	2	1065
事业	6	1066
不可思议	6	1067
爷爷	3	1068
正式	4	1069
厨房	4	1070
特殊	5	1071
专业	4	1072
老实	5	1073
吸引	4	1074
士兵	5	1075
年代	5	1076
蓝	3	1077
以来	5	1078
难过	3	1079
心情	4	1080
制造	5	1081
屋子	5	1082
中间	3	1083
退	5	1084
唱歌	2	1085
戒指	5	1086
洞	5	1087
祝贺	4	1088
案件	6	1089
条件	4	1090
作品	5	1091
则	4	1092
千万	4	1093
档案	6	1094
去世	5	1095
规则	5	1096
帽子	3	1097
协议	6	1098
说服	5	1099
司机	3	1100
产生	5	1101
千	2	1102
布	5	1103
接触	5	1104
时代	5	1105
卡车	5	1106
抢劫	6	1107
规矩	5	1108
糖	4	1109
旧	3	1110
部门	5	1111
基本	5	1112
出租车	1	1113
分析	5	1114
代价	6	1115
趟	4	1116
背叛	6	1117
地区	5	1118
天堂	6	1119
导致	5	1120
对待	5	1121
主人	5	1122
释放	6	1123
困	4	1124
由于	4	1125
宣布	5	1126
执行	6	1127
报警	6	1128
密码	4	1129
空间	5	1130
折磨	6	1131
油炸	5	1132
想念	5	1133
倍	4	1134
擦	4	1135
卷	5	1136
尤其	4	1137
经验	4	1138
盒子	4	1139
干杯	4	1140
艘	6	1141
看法	4	1142
罪犯	6	1143
刺	5	1144
程序	5	1145
炒	5	1146
情报	6	1147
情绪	5	1148
创造	5	1149
暴力	6	1150
脏	4	1151
事故	6	1152
艺术	4	1153
满意	3	1154
神经	6	1155
速度	4	1156
牺牲	6	1157
勇敢	4	1158
愤怒	6	1159
数字	4	1160
范围	5	1161
尽量	5	1162
称	5	1163
骑	3	1164
太阳	3	1165
暂时	4	1166
优秀	4	1167
亲自	5	1168
婴儿	6	1169
极	3	1170
笑话	4	1171
可惜	4	1172
响	3	1173
石头	5	1174
省	4	1175
细节	5	1176
顶	5	1177
塔	6	1178
笨	4	1179
科学	4	1180
道理	5	1181
运气	5	1182
主要	3	1183
同事	3	1184
餐厅	4	1185
喊	5	1186
各	4	1187
距离	4	1188
制作	5	1189
鼻子	3	1190
相处	5	1191
度过	5	1192
窗户	4	1193
奇迹	5	1194
空气	4	1195
护士	4	1196
后悔	4	1197
信仰	6	1198
媒体	5	1199
赶紧	5	1200
匹	5	1201
角	3	1202
建立	5	1203
无所谓	5	1204
表达	5	1205
变化	3	1206
大约	4	1207
东	1	1208
一辈子	5	1209
实现	5	1210
神秘	5	1211
政治	5	1212
魔鬼	6	1213
孤独	6	1214
巨大	5	1215
内容	4	1216
惩罚	6	1217
对手	5	1218
神奇	6	1219
年级	3	1220
环境	3	1221
刺激	5	1222
凭	5	1223
规定	4	1224
磅	6	1225
废话	5	1226
效果	4	1227
现金	4	1228
掌握	5	1229
儿童	4	1230
租	1	1231
承诺	6	1232
脖子	5	1233
间谍	6	1234
篇	4	1235
玩具	5	1236
满足	5	1237
确信	6	1238
传统	5	1239
浪漫	4	1240
念	5	1241
哼	6	1242
欣赏	5	1243
重复	5	1244
和平	5	1245
天气	1	1246
尴尬	6	1247
态度	4	1248
支票	5	1249
茶	1	1250
自信	4	1251
生物	6	1252
理论	5	1253
年纪	5	1254
角度	5	1255
轻	3	1256
观察	5	1257
九	1	1258
老鼠	5	1259
龙	5	1260
盖	5	1261
吃惊	4	1262
移动	5	1263
商店	1	1264
不断	5	1265
能量	6	1266
熟悉	4	1267
公主	5	1268
滑	5	1269
清醒	6	1270
指望	6	1271
感染	6	1272
摸	5	1273
抛弃	6	1274
思考	5	1275
好吃	2	1276
胖	3	1277
美妙	6	1278
按照	4	1279
揍	6	1280
地图	3	1281
擅长	6	1282
关闭	5	1283
幻想	5	1284
忍受	6	1285
面包	3	1286
甩	5	1287
伙伴	5	1288
世纪	4	1289
插	5	1290
达到	5	1291
电子邮件	3	1292
回忆	4	1293
动手	6	1294
总之	5	1295
椅子	1	1296
相同	4	1297
清理	6	1298
完毕	6	1299
重点	4	1300
教育	4	1301
耳朵	3	1302
机构	6	1303
亮	1	1304
程度	5	1305
裙子	3	1306
碎	5	1307
即将	6	1308
钻石	6	1309
受不了	4	1310
在于	5	1311
艰难	6	1312
教训	5	1313
坦白	6	1314
慈善	6	1315
皮肤	4	1316
区别	4	1317
权力	5	1318
新鲜	3	1319
左右	4	1320
放心	3	1321
痕迹	6	1322
稳定	5	1323
尊敬	5	1324
数据	5	1325
区域	6	1326
玻璃	5	1327
坚强	5	1328
勇气	5	1329
镜头	6	1330
员工	5	1331
联盟	6	1332
阳光	4	1333
好奇	5	1334
了不起	5	1335
审判	6	1336
基地	6	1337
砍	5	1338
假设	5	1339
嫉妒	6	1340
聊天	3	1341
土地	5	1342
借口	5	1343
平	3	1344
保姆	6	1345
摇滚	6	1346
抱怨	5	1347
承受	5	1348
页	4	1349
时尚	5	1350
文章	4	1351
天赋	6	1352
打架	6	1353
病毒	5	1354
设备	5	1355
打击	6	1356
类似	6	1357
硬	5	1358
标准	4	1359
语言	4	1360
激情	6	1361
注射	6	1362
南	3	1363
娶	5	1364
投资	5	1365
过分	5	1366
一致	5	1367
对象	5	1368
转移	6	1369
管理	4	1370
助手	6	1371
摆脱	6	1372
保密	6	1373
魅力	5	1374
实验	5	1375
误会	4	1376
恋爱	5	1377
话题	5	1378
市场	5	1379
栋	6	1380
团	5	1381
迷人	6	1382
桥	4	1383
建筑	5	1384
损失	5	1385
举行	4	1386
王子	5	1387
自豪	5	1388
肚子	4	1389
开除	6	1390
不仅	4	1391
饼干	4	1392
热情	3	1393
国际	4	1394
仪式	6	1395
投入	5	1396
成熟	5	1397
信心	4	1398
混乱	6	1399
联络	6	1400
表明	5	1401
癌症	6	1402
抬	4	1403
剑	6	1404
幅	5	1405
天才	6	1406
工具	5	1407
骨头	5	1408
踩	5	1409
发射	6	1410
考试	2	1411
生存	6	1412
假如	5	1413
结局	6	1414
合同	5	1415
非法	6	1416
竞争	4	1417
争取	5	1418
胸	5	1419
当地	5	1420
信用卡	3	1421
微笑	5	1422
人家	6	1423
电梯	3	1424
出口	5	1425
左边	2	1426
蛇	5	1427
动机	6	1428
乖	5	1429
欺骗	6	1430
并非	6	1431
同学	1	1432
人质	6	1433
内部	5	1434
扮演	6	1435
系	1	1436
姿势	5	1437
瞎	5	1438
宇宙	6	1439
汤	4	1440
卧室	5	1441
剧本	6	1442
手指	5	1443
哎	5	1444
证实	6	1445
姓	2	1446
资格	5	1447
作家	4	1448
辞职	5	1449
被告	6	1450
诚实	4	1451
合法	5	1452
工厂	5	1453
搜索	5	1454
独立	5	1455
决赛	5	1456
扣	6	1457
顾客	4	1458
网络	5	1459
方便	3	1460
毛病	5	1461
时机	6	1462
存	4	1463
百	2	1464
香	3	1465
辩护	6	1466
打扮	4	1467
交流	4	1468
晕	5	1469
起码	6	1470
公开	5	1471
隐瞒	6	1472
宁愿	6	1473
观点	5	1474
说不定	5	1475
小说	4	1476
交换	5	1477
年龄	4	1478
雪	2	1479
符合	4	1480
拥抱	5	1481
万一	5	1482
社区	6	1483
助理	6	1484
发明	5	1485
贵	2	1486
交通	4	1487
思想	5	1488
重大	5	1489
组合	5	1490
洗手间	3	1491
针对	5	1492
具体	5	1493
领导	5	1494
共同	4	1495
洗澡	3	1496
稍微	4	1497
饮料	3	1498
一点儿	1	1499
主题	5	1500
增加	4	1501
牙齿	5	1502
敲	4	1503
主任	5	1504
绕	5	1505
渴望	6	1506
系领带	5	1507
校长	3	1508
驾驶	5	1509
溜	6	1510
太空	6	1511
生病	2	1512
适应	4	1513
应付	5	1514
毁灭	6	1515
眼神	6	1516
财产	5	1517
古怪	6	1518
进攻	6	1519
水平	3	1520
辛苦	4	1521
然而	4	1522
报复	6	1523
吵架	5	1524
作业	3	1525
服装	5	1526
高级	5	1527
将来	4	1528
耐心	4	1529
沙发	4	1530
欧洲	5	1531
风险	5	1532
挡	5	1533
后果	5	1534
荒谬	6	1535
个性	5	1536
拨	6	1537
最好	4	1538
交往	5	1539
卫星	6	1540
期望	6	1541
嘲笑	6	1542
立即	5	1543
避免	5	1544
保留	5	1545
批	4	1546
禁止	4	1547
捡	5	1548
冒犯	6	1549
持续	5	1550
游泳	2	1551
经济	4	1552
猴子	5	1553
娃娃	6	1554
达成	6	1555
座位	4	1556
夫妇	6	1557
牛奶	2	1558
采取	5	1559
新娘	6	1560
类型	5	1561
升	5	1562
购物	4	1563
抽烟	4	1564
竞选	6	1565
合理	5	1566
金属	5	1567
航班	4	1568
期间	5	1569
暗	5	1570
产品	5	1571
精力	5	1572
退休	5	1573
胡说	5	1574
亲密	6	1575
礼貌	4	1576
指挥	5	1577
割	6	1578
制服	6	1579
法院	5	1580
丑	5	1581
自动	5	1582
直播	6	1583
提前	4	1584
崩溃	6	1585
宗教	6	1586
平静	5	1587
依然	5	1588
右边	2	1589
乘	4	1590
陷入	6	1591
蹲	5	1592
回报	6	1593
发表	5	1594
演讲	5	1595
滴	5	1596
戒	5	1597
便宜	2	1598
成长	5	1599
判断	4	1600
试验	6	1601
深刻	5	1602
划	4	1603
光临	5	1604
衬衫	3	1605
胳膊	4	1606
异常	6	1607
疾病	6	1608
展现	6	1609
诗	5	1610
整理	4	1611
占	4	1612
森林	4	1613
强迫	6	1614
暗示	6	1615
当事人	6	1616
同情	4	1617
唉	5	1618
背景	5	1619
绝望	6	1620
救护车	5	1621
沮丧	6	1622
模仿	5	1623
灾难	6	1624
采访	5	1625
正义	6	1626
评价	5	1627
网站	4	1628
强烈	5	1629
成绩	3	1630
荣誉	6	1631
碗	3	1632
挣	5	1633
阶段	5	1634
违反	5	1635
否认	5	1636
商量	4	1637
技巧	6	1638
中央	6	1639
提议	6	1640
逃避	5	1641
频道	5	1642
物质	5	1643
公共汽车	2	1644
传说	5	1645
时期	5	1646
射击	5	1647
即便	6	1648
伸	5	1649
眼镜	4	1650
愿望	5	1651
起床	2	1652
事物	5	1653
形象	5	1654
兔子	5	1655
绳子	5	1656
阿姨	3	1657
机密	6	1658
发挥	5	1659
纪念	5	1660
倒霉	5	1661
使劲儿	5	1662
忠诚	6	1663
毕竟	5	1664
走廊	6	1665
症状	6	1666
道德	5	1667
当初	6	1668
系列	6	1669
安慰	5	1670
肌肉	5	1671
保重	6	1672
震惊	6	1673
娱乐	5	1674
反抗	6	1675
心灵	6	1676
掩护	6	1677
镜子	4	1678
睁	5	1679
活力	6	1680
经典	5	1681
显得	5	1682
图书馆	3	1683
进步	5	1684
追求	5	1685
苹果	1	1686
天生	6	1687
苦	4	1688
枚	6	1689
不止	6	1690
障碍	6	1691
顾问	6	1692
危机	6	1693
趁	5	1694
敏感	5	1695
博物馆	5	1696
文化	3	1697
遵守	5	1698
保守	6	1699
主管	6	1700
维持	6	1701
绿	3	1702
主义	6	1703
煮	5	1704
承担	5	1705
拆	5	1706
打扫	3	1707
草	3	1708
广播	4	1709
罐	6	1710
天空	5	1711
冰箱	3	1712
视频	6	1713
标记	6	1714
治安	6	1715
出卖	6	1716
专门	4	1717
弹钢琴	4	1718
至于	5	1719
数学	3	1720
登记	5	1721
尝	4	1722
骂	5	1723
打篮球	2	1724
指导	5	1725
流行	4	1726
材料	4	1727
昏迷	6	1728
不安	5	1729
相关	5	1730
身材	5	1731
讽刺	5	1732
侮辱	6	1733
凌晨	6	1734
暴露	6	1735
绅士	6	1736
抓紧	5	1737
鸡蛋	2	1738
公民	6	1739
残忍	6	1740
造型	6	1741
对话	4	1742
圆	5	1743
详细	4	1744
沉默	5	1745
严肃	5	1746
神圣	6	1747
迹象	6	1748
航空	6	1749
仓库	6	1750
码头	6	1751
随着	4	1752
配合	5	1753
称呼	5	1754
大不了	6	1755
本人	6	1756
自行车	3	1757
补偿	6	1758
标志	5	1759
逗	5	1760
冲动	6	1761
着急	3	1762
演奏	6	1763
城堡	6	1764
对抗	6	1765
降落	4	1766
平常	5	1767
本身	6	1768
摇	5	1769
按摩	6	1770
熬	5	1771
奴隶	6	1772
功夫	4	1773
在意	6	1774
完整	5	1775
拜访	6	1776
严格	4	1777
肩膀	5	1778
宣传	5	1779
奖励	6	1780
引擎	6	1781
膝盖	6	1782
谈判	5	1783
瘦	3	1784
日记	4	1785
隔壁	5	1786
自私	5	1787
商业	5	1788
宰	6	1789
提高	3	1790
贼	6	1791
沙漠	5	1792
亿	5	1793
偶尔	4	1794
手套	5	1795
等于	5	1796
面临	5	1797
种族	6	1798
当心	5	1799
出席	5	1800
课程	5	1801
经营	5	1802
舌头	6	1803
字母	5	1804
消灭	6	1805
乐趣	6	1806
项链	5	1807
实际	4	1808
虐待	6	1809
舔	6	1810
起飞	3	1811
薪水	6	1812
友好	4	1813
相反	4	1814
理智	6	1815
哪怕	5	1816
劝	5	1817
原则	5	1818
资金	5	1819
